,Context Length,Feature,Coefficient,VIF
0,2,yulesi,-0.16037633588716743,3.05457755711486
1,2,passive verb ratio,-0.1634038962535844,2.0885280727066875
2,2,syllable ratio,-0.23199269441996193,3.41497043556684
3,2,pos perplexity,-0.24568025405126978,3.944970501630079
4,2,length ratio,-0.713915693563512,2.1213045898642244
